s_1;s_2;s_3;s_4;s_5;s_20;s_28;s_25;s_29;s_30;s_7_1;s_7_2;s_7_3;s_9;s_10;s_12;s_11;s_13;s_15;s_14;s_16;s_17;s_18;s_19;s_27;lang;email;stato_1;stato_2;stato_3;stato_4;stato_5
3;31;4;3;2;4;4;4;4;3;0;0;1;4;"Nesto umjetno";3;2;3;5;4;3;2;2;2;2;4;"";0;0;0;1;0
2;58;4;2;1;3;3;3;3;2;1;0;0;4;"Nesto umjetno";3;4;3;6;3;3;5;2;2;1;;"";0;0;0;1;0
3;35;3;4;1;4;4;3;3;2;0;0;1;4;"Carne falsa";2;2;3;4;5;4;2;2;2;2;5;"";0;0;0;1;0
2;29;5;3;1;4;2;3;3;2;1;1;1;3;"???? ??????? ??? ??????? ??? ?????????";3;4;3;5;3;6;6;1;1;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;40;4;4;2;4;3;2;4;1;0;0;1;3;"Gmo";3;4;4;5;4;2;2;1;2;2;4;"";0;0;0;1;0
3;18;4;2;1;4;3;1;3;1;1;1;0;4;"Druga?ije";4;5;4;5;3;3;5;1;1;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;63;5;4;1;4;4;4;3;2;0;0;1;3;"????????? ?????";3;3;3;5;4;4;5;2;2;1;3;"";0;0;0;1;0
3;25;4;4;1;2;1;1;2;1;1;0;1;6;"Uzgojeno meso";3;5;4;6;2;6;5;1;1;1;4;"";0;0;0;1;0
3;44;4;4;1;4;4;3;3;2;0;0;1;4;"Antibiotici";6;3;4;4;4;3;7;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
3;21;5;2;1;5;3;4;4;3;0;0;1;4;"????????????? ???????";4;4;5;6;5;2;5;1;2;1;3;"";0;0;0;1;0
2;18;5;2;1;4;4;3;3;3;0;0;1;4;"??????????";3;3;3;4;4;2;5;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;27;5;4;1;4;3;3;4;3;1;0;0;6;"Falafel";4;4;4;5;2;2;6;2;2;1;3;"";0;0;0;1;0
3;35;4;4;2;5;1;1;3;1;0;0;1;4;"0";;;6;;5;6;;;;;4;"";0;0;1;0;0
2;24;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
2;54;4;1;1;4;3;4;4;2;0;0;1;4;"Zdravo";4;4;3;5;3;3;;;;;4;"";0;0;1;0;0
3;36;3;4;1;4;3;4;4;3;0;1;1;4;"Transgenico";3;4;3;5;3;2;4;1;2;1;5;"";0;0;0;1;0
2;27;4;2;1;5;3;2;5;1;0;0;1;3;"Topla voda";3;3;3;4;3;3;7;2;2;2;4;"";0;0;0;1;0
2;20;5;2;1;4;4;4;3;2;0;0;1;4;"???????????? ?????";3;4;2;5;3;3;5;1;2;1;3;"";0;0;0;1;0
2;33;5;4;1;4;4;3;2;2;0;0;1;3;"??????";2;3;4;4;5;3;5;1;2;2;3;"";0;0;0;1;0
3;24;4;4;1;4;4;4;4;3;0;0;1;4;"Umjetno";3;4;4;4;4;2;5;2;2;1;4;"";0;0;0;1;0
2;62;5;1;1;4;3;3;3;2;0;0;1;4;"???? ?? ???????";5;5;3;4;4;3;2;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
2;39;5;4;1;5;4;3;2;3;1;0;1;3;"??????? ?????? ??????? ?????????? ??? ????????? ???? ?????????";3;3;3;5;5;3;4;2;2;1;3;"";0;0;0;1;0
3;27;3;4;1;4;3;3;5;3;0;1;0;4;"Artificial";2;3;3;4;6;3;4;1;2;1;5;"";0;0;0;1;0
3;30;4;2;1;5;1;4;4;1;0;0;1;3;"Nezdravo";6;6;6;4;5;3;7;2;2;2;4;"";0;0;0;1;0
3;23;3;4;1;4;4;3;4;1;1;1;1;6;"Evolución positiva";4;5;5;6;2;6;6;1;1;1;5;"";0;0;0;1;0
3;40;4;4;2;4;4;2;3;4;0;0;1;4;"Kemija";2;3;3;4;6;3;7;2;2;2;4;"";0;0;0;1;0
3;39;5;4;1;4;4;3;4;3;0;0;1;3;"?????  ??????? ????? ???????? ????";3;4;3;6;4;3;5;1;2;1;3;"";0;0;0;1;0
2;28;5;4;1;5;3;5;4;2;0;0;1;6;"";;;;;;;;;;;3;"";0;0;1;0;0
3;33;4;4;1;4;4;4;6;2;0;0;1;3;"Umjetno dobiveno meso";6;4;3;5;5;3;2;2;2;2;4;"";0;0;0;1;0
2;60;5;2;1;3;3;3;2;2;1;0;1;3;"??? ???? ???????";3;3;3;5;5;5;2;2;2;2;3;"";0;0;0;1;0
2;30;3;4;1;4;4;4;4;4;1;0;0;3;"Carne artificial";3;5;3;6;3;3;4;1;1;1;;"";0;0;0;1;0
3;50;3;4;1;3;2;2;3;2;1;1;1;4;"Sintético";2;3;3;5;5;3;2;2;2;2;5;"";0;0;0;1;0
2;24;3;4;1;4;3;3;5;1;1;1;1;6;"La carne del futuro";4;3;5;6;3;2;6;1;1;1;5;"";0;0;0;1;0
2;47;3;4;1;4;3;3;4;2;0;0;1;4;"Impresora 3d";3;4;3;5;4;3;5;1;2;1;5;"";0;0;0;1;0
3;51;4;4;1;3;3;1;4;1;1;0;0;4;"";3;3;3;4;4;3;;;;;4;"";0;0;1;0;0
3;60;5;4;1;4;3;1;3;3;0;1;1;3;"?????? ????????? ????? ??????? ????";3;3;3;6;3;3;4;2;2;2;;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;55;4;2;1;3;3;4;6;2;0;0;1;3;"Plastika";2;4;3;6;4;3;4;2;2;2;4;"";0;0;0;1;0
3;25;5;4;1;5;4;4;3;3;1;0;1;3;"??????";3;3;4;5;2;2;5;1;1;2;3;"";0;0;0;1;0
3;26;5;4;1;4;1;4;5;1;0;0;1;3;"";3;3;3;5;5;5;5;2;2;1;3;"";0;0;0;1;0
3;28;5;4;1;5;4;4;2;2;0;1;0;3;"???? ?????";3;4;2;6;4;4;4;2;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;22;5;2;1;4;2;3;5;2;0;0;1;4;"????? ???????????? ?????????????";2;3;3;6;4;2;4;2;1;1;3;"";0;0;0;1;0
3;22;5;4;1;1;1;1;1;1;0;1;0;4;"????????? ????????????";3;3;3;5;4;2;4;1;1;1;3;"";0;0;0;1;0
3;30;5;4;1;4;3;4;3;2;0;0;1;6;"???????";3;2;3;5;5;5;2;2;2;2;3;"";0;0;0;1;0
3;30;3;4;1;4;4;4;4;3;0;0;1;3;"Plastico, artificial";2;2;2;4;4;3;4;2;2;2;5;"";0;0;0;1;0
2;65;5;4;1;2;3;3;3;3;0;0;1;4;"65";3;3;3;4;3;4;2;2;2;1;3;"";0;0;0;1;0
3;60;5;4;1;4;4;3;4;2;0;0;1;3;"????????????";3;5;3;6;4;3;5;1;1;1;3;"";0;0;0;1;0
2;26;3;4;1;4;4;4;4;4;1;1;1;4;"Tratamientos con animales alterados genéticamente";6;6;2;2;5;4;4;2;2;1;5;"";0;0;0;1;0
3;60;4;4;1;3;3;3;2;1;0;0;1;4;"";3;3;3;4;3;3;;;;;4;"";0;0;1;0;0
3;67;4;2;2;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
3;19;5;2;1;4;1;3;4;1;0;0;1;3;"???????????? ???????????";4;5;4;6;3;2;5;1;2;1;3;"";0;0;0;1;0
2;32;3;4;1;4;4;3;4;2;0;0;1;4;"Plástico";3;5;3;5;3;3;4;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;29;5;4;1;4;4;1;4;1;1;0;0;6;"????????";3;3;3;4;3;3;5;1;1;1;3;"";0;0;0;1;0
2;39;5;4;1;4;4;3;5;2;0;0;1;4;"????????????";6;6;6;2;5;5;7;2;2;2;3;"";0;0;0;1;0
2;35;3;4;1;4;4;4;3;2;0;1;0;4;"Artificial";2;4;4;5;4;3;6;2;2;2;5;"";0;0;0;1;0
3;36;4;4;1;4;3;4;4;2;0;0;1;3;"Neprirodno";2;4;2;5;4;2;2;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;26;4;2;1;3;1;2;2;1;0;0;1;4;"Poljoprivreda";3;4;3;5;3;3;4;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;24;3;4;1;3;3;3;4;2;0;1;0;4;"Science";3;4;3;5;4;2;4;1;2;1;;"";0;0;0;1;0
3;39;3;4;1;2;2;2;1;1;1;1;1;4;"Antinatural";3;3;2;4;5;4;4;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;63;3;4;1;4;3;3;3;2;0;1;1;4;"";4;4;4;5;3;2;;;;;5;"";0;0;1;0;0
2;18;5;2;1;4;3;4;3;2;1;1;0;4;"??? ??? ????? ???????? ??? ????????? ?? ???????? ????? ??? ?????????? ???? ?????";4;5;5;6;4;2;5;1;2;1;3;"";0;0;0;1;0
3;28;5;4;1;4;4;2;2;3;1;1;1;3;"?????? ?????????";3;3;3;4;3;3;5;1;1;2;3;"";0;0;0;1;0
2;42;3;4;1;4;3;3;2;1;0;1;1;3;"Transgenic. Cancer";2;2;3;6;5;4;5;2;2;1;2;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
2;28;4;4;2;4;5;4;4;3;1;0;0;4;"";;;;;;;;;;;4;"";0;0;1;0;0
2;29;3;3;1;4;3;4;3;3;1;0;0;6;"Masa sintética insípida";2;3;2;3;4;2;5;2;2;1;5;"";0;0;0;1;0
3;45;4;2;2;3;3;3;4;3;0;0;1;3;"Ne znam";3;3;3;4;3;3;2;2;2;2;4;"";0;0;0;1;0
2;26;3;3;2;4;3;5;4;3;0;0;1;3;"Idiotadas";6;6;6;5;6;6;7;2;2;2;5;"";0;0;0;1;0
3;20;4;2;1;1;1;1;1;1;1;1;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;40;4;4;1;3;4;4;4;2;0;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;27;5;4;1;4;3;4;5;1;1;1;1;4;"Health consequences are not sufficiently researched yet";3;4;3;6;3;3;5;1;1;1;2;"";0;0;0;1;0
2;27;5;4;1;1;1;1;1;1;1;1;1;6;"??????? ?????";4;5;4;6;3;2;6;1;1;1;3;"";0;0;0;1;0
3;20;5;2;1;1;1;1;3;1;1;1;0;6;"??????, ???????, ???????????";2;2;3;2;3;4;5;2;2;2;3;"";0;0;0;1;0
2;32;3;1;1;4;7;7;7;7;0;0;1;3;"";5;5;5;3;6;6;;;;;5;"";0;0;1;0;0
2;20;5;2;1;4;2;3;4;2;0;0;1;3;"???????????? ??????";3;4;4;5;4;2;4;2;2;1;3;"";0;0;0;1;0
2;29;5;4;1;4;4;3;3;2;0;0;1;4;"could be revolutionary for the food industry and the environment.";3;4;3;5;2;2;5;2;2;1;2;"";0;0;0;1;0
3;42;5;2;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;37;4;2;1;5;4;3;3;1;0;0;1;3;"Nista";3;3;3;4;3;3;2;1;2;2;;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;59;5;4;1;3;3;3;2;2;1;0;0;3;"???????";2;3;2;3;5;4;7;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
2;40;3;4;1;4;3;2;2;2;0;0;1;4;"Comida";2;2;3;6;3;3;6;2;2;2;5;"";0;0;0;1;0
2;26;5;4;1;4;3;4;4;2;0;0;1;3;"";;;;;;;;;;;3;"";0;0;1;0;0
2;27;3;4;1;5;4;4;5;4;0;1;1;4;"Carme prefabricada";3;3;2;4;3;3;5;1;2;1;5;"";0;0;0;1;0
2;27;3;4;2;4;3;4;3;2;0;0;1;6;"Innovación";3;5;3;5;4;3;5;2;2;1;5;"";0;0;0;1;0
2;31;5;4;1;4;4;4;4;3;0;0;1;3;"??????";4;4;3;6;2;3;4;1;2;1;;"";0;0;0;1;0
3;23;3;4;1;4;2;2;3;1;1;0;0;4;"Carme de mentira";3;5;3;6;4;3;4;2;2;2;5;"";0;0;0;1;0
3;33;3;2;1;5;4;4;6;3;0;0;1;3;"Experimento";2;2;3;4;4;3;4;2;2;2;5;"";0;0;0;1;0
2;23;5;4;2;4;3;4;4;2;0;0;1;4;"???????? ????????????";3;4;3;4;3;3;4;2;2;2;3;"";0;0;0;1;0
2;24;5;4;1;5;5;5;5;3;0;0;1;3;"????????????? ?????";2;2;3;3;4;3;4;2;2;1;3;"";0;0;0;1;0
2;46;5;4;1;4;4;4;4;2;0;0;1;3;"??????? ????????";4;4;4;5;2;2;5;1;1;2;;"";0;0;0;1;0
3;26;5;4;1;3;3;3;3;2;1;1;0;4;"strange";2;3;2;3;4;3;2;1;2;2;2;"";0;0;0;1;0
3;28;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;65;4;2;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
2;21;5;2;1;4;3;2;4;2;0;0;1;3;"??????????";2;2;4;3;4;3;4;2;2;2;3;"";0;0;0;1;0
3;33;3;4;1;6;6;3;2;1;1;1;1;3;"Hecha con productos quimicos";2;3;3;5;5;3;4;2;2;2;5;"";0;0;0;1;0
3;63;3;2;1;4;3;3;3;3;1;1;1;3;"Artificial";2;3;3;4;4;3;2;2;2;2;5;"";0;0;0;1;0
3;34;3;4;1;4;1;1;6;2;1;1;1;3;"Artificial";6;3;2;5;5;3;7;2;2;2;5;"";0;0;0;1;0
3;29;4;2;2;4;3;4;3;2;0;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;31;4;4;1;4;3;3;3;2;1;1;1;4;"Aa";3;4;3;6;4;4;5;2;2;1;2;"";0;0;0;1;0
3;24;5;4;1;4;3;3;3;3;0;0;1;3;"???????????";2;2;3;4;3;3;5;1;2;1;3;"";0;0;0;1;0
2;54;5;2;1;3;1;2;4;2;0;0;1;3;"?????";3;3;3;4;4;3;4;1;2;1;;"";0;0;0;1;0
2;57;5;4;1;4;3;3;3;2;0;0;1;3;"???????????? ??? ?? ???????? ???????";3;6;3;4;3;3;5;1;1;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;20;5;2;1;4;3;3;4;1;0;0;1;6;"??????????";2;3;4;2;3;6;5;2;2;1;3;"";0;0;0;1;0
3;24;5;4;1;4;3;4;3;1;0;0;1;3;"??? ??? ??????? ????";3;3;4;5;6;2;5;1;2;1;3;"";0;0;0;1;0
3;50;4;2;1;5;3;4;3;3;0;0;1;3;"Kemija";6;3;3;3;3;2;2;2;2;2;4;"";0;0;0;1;0
3;67;3;2;1;1;2;1;1;1;1;1;0;4;"Algo sintetico";2;2;2;3;6;5;7;2;2;2;5;"";0;0;0;1;0
3;22;4;4;2;5;4;4;4;2;0;1;1;4;"Mesni proizvodi bez potrebe za uzgoj zivotiinja";4;5;4;6;2;2;5;1;1;1;4;"";0;0;0;1;0
3;42;4;2;1;4;4;4;4;2;0;0;1;4;"Soja";3;5;4;3;4;3;5;2;2;2;4;"";0;0;0;1;0
3;38;4;2;2;4;3;4;4;3;0;0;1;3;"umjetno";3;5;4;5;4;2;5;1;1;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
2;32;5;4;1;4;4;3;4;2;1;1;1;4;"??????????";3;4;3;5;4;3;5;1;2;1;3;"";0;0;0;1;0
3;28;5;4;1;4;3;4;6;2;0;0;1;3;"??? ??? ????????? ????? ???? ????? ?????????";2;4;2;5;4;3;4;2;2;2;3;"";0;0;0;1;0
2;23;4;4;1;3;3;2;3;2;0;1;0;4;"?ini se manje korisno od nekultiviranog neobra?enog";3;4;4;5;5;3;5;2;2;1;4;"";0;0;0;1;0
2;66;3;4;1;4;3;4;2;2;1;0;1;4;"Artificial";3;6;3;3;5;3;2;2;2;2;5;"";0;0;0;1;0
3;43;4;4;1;4;3;4;5;1;0;0;1;3;"Upitna kvaliteta i okus";3;4;3;6;4;4;5;2;2;1;4;"";0;0;0;1;0
3;27;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;34;4;4;1;4;3;4;5;2;0;0;1;3;"Umjetno";2;3;3;4;4;3;4;2;2;2;4;"";0;0;0;1;0
3;20;5;2;1;4;3;3;4;1;1;1;0;4;"???? ?? ??????";4;4;3;6;4;2;5;1;2;1;3;"";0;0;0;1;0
3;29;3;4;1;4;4;3;4;2;1;0;0;3;"No es natural";5;5;4;6;6;3;6;1;2;1;5;"";0;0;0;1;0
3;29;3;3;1;4;3;2;3;1;1;1;1;4;"Asco";6;6;6;2;5;5;7;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
2;25;5;4;1;4;4;3;5;3;0;0;1;3;"..";3;3;2;5;3;3;5;1;1;1;3;"";0;0;0;1;0
3;50;5;4;1;4;4;3;4;2;0;0;1;3;"???????, ??????????";6;5;5;3;5;5;2;2;2;2;3;"";0;0;0;1;0
3;60;4;2;1;4;2;3;3;3;1;0;1;;"";;;;;;;;;;;4;"";0;0;1;0;0
2;20;5;2;1;6;4;3;3;1;0;0;1;3;"????????????? ?????";2;3;4;4;5;3;4;2;2;2;3;"";0;0;0;1;0
3;25;4;4;1;4;3;2;5;1;0;0;1;4;"Laboratorij";3;4;3;5;4;6;5;1;2;1;4;"";0;0;0;1;0
3;24;5;4;1;4;4;3;2;1;0;1;1;3;"????? ????????????? ??????????";4;3;4;4;3;6;5;2;2;1;3;"";0;0;0;1;0
2;38;3;4;1;4;4;4;4;2;1;0;0;6;"¿Falta mucho? y ""Espero que salga a precios asequibles""";5;5;5;6;5;6;6;1;1;1;5;"";0;0;0;1;0
3;52;5;4;1;2;2;2;5;1;1;1;1;3;"???????";3;3;3;5;4;3;4;2;2;2;3;"";0;0;0;1;0
2;55;4;2;1;3;3;3;3;2;0;1;0;3;"lo?e za zdravlje";2;2;2;3;5;5;2;2;2;2;4;"";0;0;0;1;0
3;25;5;4;1;4;3;2;4;1;0;0;1;4;"?????????????";3;4;3;6;3;2;6;1;2;1;3;"";0;0;0;1;0
3;32;5;4;1;4;4;3;3;2;0;1;1;4;"";;;;;;;;;;;3;"";0;0;1;0;0
3;29;5;4;1;4;2;2;2;1;1;1;1;6;"lab meat";3;4;3;5;2;2;5;1;2;1;2;"";0;0;0;1;0
2;66;5;3;1;2;3;2;3;1;0;0;1;6;"??????????? ????????";6;2;3;2;6;4;7;2;2;2;3;"";0;0;0;1;0
3;21;4;4;1;5;3;3;4;2;0;1;0;4;"Jako dobra alternativa.";5;5;5;6;6;6;6;1;1;1;4;"";0;0;0;1;0
3;30;4;3;1;4;3;2;4;1;0;0;1;3;"Ne bih ga jela";6;6;6;4;5;4;2;2;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;32;4;4;1;4;3;3;4;2;0;0;1;3;"Prera?eno u posebnim uvjetima";3;3;3;4;3;2;2;1;2;2;4;"";0;0;0;1;0
3;19;3;2;1;1;1;1;1;1;1;1;1;4;"Robot";3;3;4;4;4;3;7;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
2;24;5;3;1;3;3;3;2;2;0;0;1;3;"??????????";4;4;5;6;3;2;6;2;2;1;3;"";0;0;0;1;0
2;24;3;4;2;3;2;3;4;2;0;1;0;4;"Comida artificial";4;5;2;5;4;3;4;2;2;1;5;"";0;0;0;1;0
2;22;5;2;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;31;5;4;1;4;4;4;1;3;0;0;1;6;"?????";6;6;2;2;5;5;2;2;2;2;3;"";0;0;0;1;0
2;61;5;3;1;3;3;3;3;2;0;0;1;3;"?????????";4;5;4;6;3;2;6;2;2;1;;"";0;0;0;1;0
3;32;4;2;1;4;4;4;4;3;0;0;1;4;"";;6;6;3;6;6;;;;;4;"";0;0;1;0;0
3;41;4;2;1;4;4;4;4;3;0;0;1;3;"GMO";6;6;6;5;5;5;7;2;2;2;4;"";0;0;0;1;0
3;39;5;4;1;4;4;3;4;3;0;0;1;3;"I don't know if it is safe";3;5;3;6;4;3;5;1;1;1;2;"";0;0;0;1;0
3;48;3;4;1;4;3;4;4;2;0;1;1;3;"Procesado";2;3;3;5;4;3;4;2;2;2;5;"";0;0;0;1;0
3;53;5;2;1;4;1;3;4;1;0;0;1;3;"??????";2;3;2;3;4;4;2;2;2;2;3;"";0;0;0;1;0
3;25;4;4;1;4;3;3;4;2;1;0;0;3;"Ekoloski prihvatljivije";3;4;4;5;2;2;5;1;1;1;4;"";0;0;0;1;0
3;45;4;2;1;4;4;4;4;2;0;0;1;4;"Obra?eno";3;3;2;4;5;4;2;2;2;2;4;"";0;0;0;1;0
3;20;5;4;1;4;4;3;5;2;0;0;1;3;"?????????";3;4;3;5;3;3;4;1;2;1;3;"";0;0;0;1;0
3;60;4;4;1;4;3;3;3;2;1;1;1;4;"Umjetno";2;2;2;4;4;3;2;2;2;2;;"";0;0;0;1;0
3;28;4;2;2;5;4;4;5;2;0;0;1;3;"Kolko je to zdravo?";6;3;3;5;4;2;7;2;2;2;4;"";0;0;0;1;0
3;57;4;4;1;5;2;3;3;2;1;0;0;3;"Umjetno";3;3;4;5;3;3;4;1;2;1;4;"";0;0;0;1;0
3;28;3;4;1;4;4;1;5;2;1;1;1;6;"Avance tecnológico";3;4;3;5;3;3;5;1;1;1;5;"";0;0;0;1;0
3;34;4;2;2;4;3;4;5;3;0;0;1;4;"Gmo";2;2;6;3;5;5;7;2;2;2;4;"";0;0;0;1;0
3;29;3;4;1;1;1;1;1;1;1;1;0;3;"Some experiments I heard of in the news";3;4;5;5;3;3;4;1;1;1;2;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
2;26;4;4;1;4;4;4;4;3;1;0;0;4;"Umjetna vlakna";3;4;4;5;3;3;6;1;2;1;4;"";0;0;0;1;0
3;27;3;4;1;4;3;2;4;3;0;1;0;3;"Carne transgénica";3;4;2;5;3;3;4;2;2;2;5;"";0;0;0;1;0
3;44;3;4;1;4;3;1;4;1;1;1;1;4;"Insalubre";2;2;2;5;3;3;4;1;1;1;5;"";0;0;0;1;0
3;56;3;4;1;5;3;3;3;2;0;0;1;3;"Respeto";3;5;3;5;3;5;2;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
3;30;5;3;1;4;3;3;4;1;0;0;1;4;"???????";4;4;4;4;3;3;5;1;2;2;;"";0;0;0;1;0
2;27;5;4;1;1;1;1;1;1;1;1;1;3;"??????????";3;2;3;6;2;2;5;1;1;1;3;"";0;0;0;1;0
3;24;3;4;1;1;1;1;1;1;1;1;1;4;"Carne sin maltrato animal";4;4;4;5;3;2;6;1;1;1;5;"";0;0;0;1;0
3;57;5;4;1;3;2;2;3;1;0;0;1;3;"???????????? ???????????";6;6;6;2;4;4;2;2;2;2;3;"";0;0;0;1;0
3;35;4;2;1;4;3;3;4;1;1;0;0;4;"Gmo";6;6;6;6;5;3;7;2;2;2;4;"";0;0;0;1;0
2;37;5;4;1;5;4;4;4;3;1;0;0;3;"Revolutionary";3;4;4;5;4;3;6;1;2;1;2;"";0;0;0;1;0
2;21;5;2;1;4;3;2;5;2;1;1;1;3;"??? ????";3;4;3;6;4;2;6;1;2;1;3;"";0;0;0;1;0
2;24;3;4;1;3;2;2;4;2;0;1;1;6;"Carne muy tratada y procesada";3;4;4;5;5;2;5;1;1;1;5;"";0;0;0;1;0
3;31;3;4;1;3;1;3;4;1;0;0;1;4;"Cómo asimilará nuestro organismo ese tipo de alimentos";3;3;3;4;3;3;2;2;2;2;5;"";0;0;0;1;0
3;19;3;2;1;4;3;2;4;3;0;0;1;3;"";;;;;;;;;;;5;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;52;4;2;2;4;4;4;5;3;1;0;0;4;"Ne ?elim jesti";2;3;2;6;4;3;7;2;2;2;4;"";0;0;0;1;0
3;48;4;2;2;3;2;3;4;3;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
2;23;5;4;1;5;4;4;5;2;1;0;1;3;"???? ??? ??? ???????? ??? ??????? ??? ????, ???? ??? ????? ???????? ??? ???? ??? ???? ???????? ????";3;4;3;5;4;3;4;2;2;1;3;"";0;0;0;1;0
3;29;5;4;1;4;4;4;4;2;0;0;1;3;"???";3;3;4;5;4;2;5;2;2;1;3;"";0;0;0;1;0
3;26;5;4;1;6;5;4;5;3;1;1;0;3;"?????????? ???????????? ?????? ??? ???????";2;4;2;4;4;4;4;2;2;1;3;"";0;0;0;1;0
3;25;5;3;1;4;4;3;3;3;1;0;0;4;"?????";2;2;3;3;4;5;2;2;2;2;3;"";0;0;0;1;0
2;29;5;4;1;4;4;4;3;3;1;1;1;4;"???";3;3;3;4;4;4;6;2;2;2;3;"";0;0;0;1;0
3;35;3;2;1;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
3;23;4;4;1;3;2;2;3;2;0;1;0;6;"Da zvu?i te?ko izvedivo rekreirati komad mesa zbog kompleksnosti razli?itih tkiva koja ina?e ?ine komad mesa.";3;5;4;5;4;2;6;1;1;1;4;"";0;0;0;1;0
3;28;5;4;1;4;2;3;4;3;0;0;1;3;"???? ????, ????????????";3;3;4;5;4;4;4;2;2;1;3;"";0;0;0;1;0
3;55;4;2;2;4;4;3;3;3;0;0;1;3;"GMO";3;3;2;6;5;5;7;2;2;2;4;"";0;0;0;1;0
3;27;5;4;1;1;1;1;1;1;1;0;0;3;"???????? ???????? ?? ????? ???????, ????????????? ???????????, ????? ????? ??????? (???????? ????)";4;4;5;5;3;2;5;2;1;2;3;"";0;0;0;1;0
3;38;4;2;2;3;3;3;3;1;0;0;1;3;"Sme?e";2;3;2;4;4;3;7;2;2;2;4;"";0;0;0;1;0
3;32;5;4;1;4;3;3;4;1;0;0;1;3;"??";3;4;3;5;3;2;5;2;2;1;3;"";0;0;0;1;0
3;;4;3;1;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
2;32;5;4;1;4;4;4;4;2;0;0;1;3;"?? ??? ??????";3;4;2;5;5;5;4;2;2;2;3;"";0;0;0;1;0
