s_1;s_2;s_3;s_4;s_5;s_20;s_28;s_25;s_29;s_30;s_7_1;s_7_2;s_7_3;s_9;s_10;s_12;s_11;s_13;s_15;s_14;s_16;s_17;s_18;s_19;s_27;lang;email;stato_1;stato_2;stato_3;stato_4;stato_5
3;24;3;4;1;3;3;3;4;1;1;0;0;4;"Carne elaborada quimicamente";3;3;3;6;4;3;5;1;2;1;5;"";0;0;0;1;0
2;27;3;4;1;3;3;3;3;2;0;1;1;4;"Being eviromentally friendly and respecto animal life";3;2;3;5;2;3;4;1;2;1;2;"";0;0;0;1;0
3;26;5;4;1;4;2;3;2;2;0;1;1;3;"??????????";2;3;4;5;5;3;6;2;2;1;3;"";0;0;0;1;0
3;25;5;4;1;4;4;3;4;1;1;1;1;4;"??????? ???? ?? ???????? ????? ??? ?????????? ???? ????????.";3;3;3;3;4;3;4;2;1;2;3;"";0;0;0;1;0
3;26;4;2;1;3;4;4;5;1;1;0;1;3;"Umjetno";3;3;3;4;3;3;2;1;2;2;4;"";0;0;0;1;0
2;29;5;4;1;4;4;4;4;2;0;0;1;4;"??????? ?????";5;5;4;6;2;2;6;2;2;1;3;"";0;0;0;1;0
2;28;3;4;1;4;4;4;4;2;1;1;0;3;"Carne artificial, nada natural";3;4;3;6;3;2;5;1;1;1;5;"";0;0;0;1;0
3;27;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;57;5;2;1;4;3;1;3;1;1;0;0;3;"????????????";3;4;3;6;3;3;6;1;2;1;3;"";0;0;0;1;0
2;27;5;4;1;5;4;4;3;2;0;1;0;3;"Bifteki apo kalampoki kai mpizelia";4;4;2;5;3;2;5;1;2;1;3;"";0;0;0;1;0
3;23;3;4;2;5;4;4;3;3;0;0;1;4;"Miedo";6;6;6;2;5;5;7;2;2;2;5;"";0;0;0;1;0
3;46;4;4;1;4;4;3;3;2;0;0;1;4;"Umjetno";2;2;3;4;4;3;4;2;2;2;4;"";0;0;0;1;0
3;25;3;2;1;4;4;1;1;1;1;1;1;6;"anti natural";3;2;6;2;5;3;7;2;2;2;5;"";0;0;0;1;0
3;29;5;4;1;3;2;2;2;1;1;0;0;4;"???? ???????????";4;5;4;6;2;2;5;1;2;1;3;"";0;0;0;1;0
3;45;5;4;1;4;2;2;3;1;0;1;1;4;"???? ??????? ??? ???????";2;3;2;5;5;4;5;2;2;2;;"";0;0;0;1;0
3;25;5;4;1;4;4;4;6;3;0;0;1;4;"??????????";3;4;2;5;4;4;4;2;2;2;3;"";0;0;0;1;0
3;28;5;4;1;4;5;3;3;2;0;0;1;3;"?????????????";3;4;3;6;4;3;4;2;2;2;3;"";0;0;0;1;0
3;26;5;4;1;2;2;2;2;2;1;0;0;6;"kytara";3;4;3;5;3;3;5;1;1;1;3;"";0;0;0;1;0
3;51;3;2;1;4;4;4;4;4;1;0;0;3;"Raro";4;3;6;5;4;5;2;2;2;2;5;"";0;0;0;1;0
3;27;5;4;1;4;3;2;3;2;0;0;1;6;"???????? ???????????? ????";4;5;4;6;3;2;6;1;1;1;3;"";0;0;0;1;0
3;27;3;4;1;2;2;2;3;2;0;1;0;3;"Why spend so much money on making meat in labs and not on making sure everyone has access to fresh fruits and vegetables and other healthy foods.";3;3;4;4;3;2;5;1;1;1;2;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;50;4;2;1;3;3;4;3;2;0;0;1;4;"3 d printer";3;3;3;4;6;3;7;2;2;2;4;"";0;0;0;1;0
3;32;5;2;1;4;3;3;5;2;0;0;1;4;"McDonalds";4;4;4;4;2;2;5;1;2;1;2;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;29;5;4;1;3;4;3;2;3;0;0;1;3;"";2;4;2;5;4;5;;;;;2;"";0;0;1;0;0
3;27;5;4;1;3;3;3;5;2;0;1;1;4;"??????????";6;2;2;4;5;4;4;2;2;2;3;"";0;0;0;1;0
3;25;5;4;1;4;3;3;6;1;0;1;1;3;"Environmentally friendly";3;3;4;3;3;3;5;1;2;1;2;"";0;0;0;1;0
3;27;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;25;5;4;1;5;4;3;4;3;0;1;1;3;"??? ????????? ???????? ??? ?? ??????";3;4;2;6;4;4;5;1;1;1;3;"";0;0;0;1;0
3;25;5;4;1;5;2;3;4;1;0;0;1;3;"?????????? ???? ?? ??? ???????";4;4;3;5;3;3;6;1;2;1;3;"";0;0;0;1;0
3;27;4;4;1;4;4;4;4;1;1;1;1;4;"Meso iz Petrijeve zdjelice";3;4;5;5;5;3;7;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;28;3;3;1;5;3;1;1;1;1;1;1;4;"Carne muy procesada y no natural.No saludable";2;2;3;4;5;4;2;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
2;45;5;4;1;3;3;4;1;3;1;1;1;3;"????????";3;3;2;5;5;5;2;2;2;2;3;"";0;0;0;1;0
2;27;4;2;1;3;3;3;3;2;0;0;1;4;"Orcs";4;4;3;3;4;2;5;2;2;1;2;"";0;0;0;1;0
3;29;3;3;1;4;3;4;6;1;1;1;1;4;"Artificial";3;4;3;6;5;3;6;1;1;1;5;"";0;0;0;1;0
3;53;5;4;1;3;3;4;3;1;1;0;0;3;"???????????";6;6;6;2;6;6;2;2;2;2;3;"";0;0;0;1;0
2;27;3;4;1;3;2;2;4;1;0;0;1;3;"Ratas";2;4;3;3;4;3;2;2;2;2;5;"";0;0;0;1;0
3;24;4;4;1;4;4;4;4;2;0;1;1;3;"Koliko je to prirodno, isplativo?";2;3;3;6;3;3;7;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;50;4;2;1;6;4;5;5;2;0;0;1;4;"Zdravije";3;3;3;4;3;3;2;1;2;1;4;"";0;0;0;1;0
2;30;4;4;1;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
2;38;5;4;1;3;3;3;3;2;0;0;1;6;"";;;;;;;;;;;3;"";0;0;1;0;0
2;27;5;4;1;6;6;1;1;1;0;0;1;3;"????????";2;2;3;5;4;3;4;2;2;2;;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
2;30;3;4;2;5;4;4;3;3;0;0;1;4;"Artificial";2;3;2;4;5;3;4;2;2;2;5;"";0;0;0;1;0
2;40;3;4;1;5;2;3;4;3;0;0;1;6;"Estudios preliminares.";3;2;3;5;4;3;4;2;2;1;5;"";0;0;0;1;0
3;27;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;40;4;3;1;4;3;3;4;3;0;1;0;3;"Gmo";3;3;3;4;4;3;4;2;2;2;4;"";0;0;0;1;0
3;27;5;4;1;4;4;3;3;2;0;0;1;3;"??????";3;4;3;5;4;3;4;1;2;1;;"";0;0;0;1;0
3;25;4;2;1;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
3;52;4;2;1;5;4;4;4;4;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
2;24;5;4;2;4;4;4;3;3;1;0;1;3;"?????????? ???? ??? ?????? ?? ?? ?????????? ?????? ??? ?????????";3;3;3;5;4;3;5;2;2;1;3;"";0;0;0;1;0
3;52;4;4;1;4;3;4;4;2;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
3;18;5;2;1;3;2;2;3;1;1;0;0;3;"????????????? ?????";2;3;3;5;3;4;4;2;2;1;3;"";0;0;0;1;0
2;59;5;4;1;2;4;3;3;3;0;0;1;3;"";6;6;6;2;5;5;2;2;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;41;4;4;1;4;4;4;5;1;1;0;1;4;"Umjetno meso";2;5;6;5;4;3;4;2;2;2;4;"";0;0;0;1;0
3;52;5;4;1;3;2;2;5;1;1;1;1;3;"";3;3;3;5;4;3;;;;;3;"";0;0;1;0;0
2;25;3;3;2;4;3;3;4;3;0;1;1;3;"Similar a productos procesados";3;4;4;4;4;2;5;1;1;1;5;"";0;0;0;1;0
3;24;4;2;2;4;3;4;3;2;0;0;1;3;"Neprirodno";2;4;3;5;5;4;5;2;2;2;4;"";0;0;0;1;0
3;59;3;3;1;4;4;4;5;3;0;0;1;4;"Asco";6;6;6;6;6;6;7;2;2;2;5;"";0;0;0;1;0
3;23;5;4;1;4;4;4;4;2;0;0;1;3;"???? ???????";2;3;3;5;4;3;4;2;2;1;3;"";0;0;0;1;0
2;37;3;4;1;4;4;4;5;2;0;0;1;4;"Si sabe igual, me parece bien";3;4;3;5;4;5;4;1;2;1;;"";0;0;0;1;0
3;22;5;4;1;4;4;3;4;1;0;0;1;4;"??????????";6;4;6;3;5;5;7;2;2;2;3;"";0;0;0;1;0
3;24;4;4;1;4;2;3;5;2;0;0;1;3;"Ne zvuci lose";4;5;4;6;2;2;4;1;2;1;4;"";0;0;0;1;0
2;62;5;3;2;3;2;2;2;1;0;0;1;3;"??????????? ??????";6;6;3;4;6;4;4;2;2;2;3;"";0;0;0;1;0
2;19;5;2;1;4;3;3;3;3;0;0;1;4;"";;;;;;;;;;;3;"";0;0;1;0;0
3;27;3;4;1;4;2;2;4;1;0;0;1;6;"Antinatural";3;4;3;5;4;2;4;1;2;2;5;"";0;0;0;1;0
3;38;3;4;1;4;3;2;4;1;0;0;1;3;"Carne que no es de verdad";6;5;3;3;4;4;2;2;2;2;5;"";0;0;0;1;0
3;44;5;4;1;4;4;3;2;2;0;0;1;3;"???????";2;2;2;3;4;4;2;2;2;2;3;"";0;0;0;1;0
3;32;5;2;1;3;3;3;1;2;0;0;1;3;"????????/??????";3;3;2;5;4;2;4;2;2;2;3;"";0;0;0;1;0
3;23;5;4;1;4;4;4;4;1;0;1;0;3;"?? ?????????????";3;4;3;6;4;2;4;1;1;2;3;"";0;0;0;1;0
3;60;4;2;1;4;3;4;5;2;0;0;1;4;"Plastika";2;2;2;3;3;3;5;2;2;2;4;"";0;0;0;1;0
2;25;3;3;1;4;3;3;3;2;1;1;1;4;"Carne";3;3;3;5;3;2;4;1;2;1;5;"";0;0;0;1;0
3;35;3;3;1;5;5;4;4;1;0;0;1;4;"Provemosla";4;5;3;6;3;2;5;1;2;1;5;"";0;0;0;1;0
3;34;4;4;1;3;3;3;4;2;0;0;1;3;"Umjetno napravljeno meso";3;4;3;5;3;2;5;1;2;1;4;"";0;0;0;1;0
3;19;4;2;1;1;1;1;1;1;1;1;1;4;"Dobrobit";4;4;4;5;4;2;6;1;1;1;4;"";0;0;0;1;0
3;18;5;2;1;5;5;5;5;2;1;0;0;3;"??????? ?????";3;4;3;4;4;3;4;2;2;2;3;"";0;0;0;1;0
3;31;4;2;2;4;3;4;4;3;0;0;1;6;"nije domace";3;3;4;4;4;5;4;1;2;2;4;"";0;0;0;1;0
3;26;5;4;1;4;3;3;5;3;1;0;0;6;"????? ??? ????????? ??? ??????? ??????? ???????????? ??? ??????????";4;5;3;5;3;6;6;1;2;1;3;"";0;0;0;1;0
3;27;5;4;1;7;4;4;6;1;1;1;1;6;"?????";5;5;3;6;6;2;6;1;2;1;3;"";0;0;0;1;0
3;23;5;4;1;3;3;2;4;2;0;0;1;4;"Anomal meat";3;3;4;5;3;3;4;1;2;2;;"";0;0;0;1;0
2;27;5;2;1;4;3;3;3;2;0;0;1;4;"?????????????";3;3;3;4;4;3;5;2;2;1;3;"";0;0;0;1;0
3;29;4;4;1;1;1;1;1;1;1;0;0;3;"Pametno";;3;;;;;;;;;4;"";0;0;1;0;0
3;40;4;2;2;5;4;4;5;3;0;1;1;3;"Laboratorij";3;4;4;6;4;2;5;1;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;22;5;4;1;5;3;3;4;1;1;0;0;3;"??????????";3;4;3;6;3;3;5;2;2;1;3;"";0;0;0;1;0
3;29;4;2;1;4;3;4;5;1;0;0;1;3;"Umjetno";3;3;3;4;5;3;4;2;2;1;4;"";0;0;0;1;0
3;23;4;2;1;4;2;2;3;2;0;1;1;3;"Neprirodno";3;3;2;3;4;5;5;1;2;2;4;"";0;0;0;1;0
2;60;5;2;1;4;3;3;4;3;0;0;1;3;"??????";5;2;6;4;4;3;2;2;2;2;3;"";0;0;0;1;0
2;33;3;4;1;3;3;3;2;2;1;1;1;3;"Antinatural, artificial.";6;2;2;3;5;3;7;2;2;2;5;"";0;0;0;1;0
3;53;4;4;1;7;6;3;3;2;0;0;1;3;"Umjetno";2;4;5;5;5;3;4;2;2;2;4;"";0;0;0;1;0
3;30;4;2;1;5;4;4;4;2;0;0;1;3;"neprirodno";3;4;3;6;4;2;5;2;2;1;4;"";0;0;0;1;0
3;27;5;4;1;4;3;3;3;2;1;1;1;3;"?????? ?????";3;4;3;5;4;3;4;1;2;1;3;"";0;0;0;1;0
3;35;4;2;2;4;3;4;6;2;0;0;1;4;"Nezdravo";6;2;2;4;6;2;7;2;2;2;4;"";0;0;0;1;0
3;59;5;4;1;3;3;3;3;2;1;0;0;3;"";;;;;;;;;;;3;"";0;0;1;0;0
3;41;4;3;1;4;4;3;6;3;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
3;50;3;3;1;4;4;5;6;1;0;0;1;4;"asco";2;3;3;6;5;5;7;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;25;5;4;1;3;3;3;2;2;0;1;0;4;"???? ??????? ??u ?? ???????u???? ??? ??? ????? ????????? ??? ??? u???? ????u??????? ??? ????????????? (???? ????? ?.? ?? OGM) , ?? ?? ???????? ?u????????";3;3;3;5;4;2;4;2;2;1;3;"";0;0;0;1;0
3;58;3;4;1;3;3;3;2;3;0;0;1;4;"Asco";3;4;2;5;4;4;2;2;2;2;5;"";0;0;0;1;0
3;65;4;4;1;4;4;4;3;2;0;0;1;3;"Gadi mi se";6;3;3;3;5;5;2;2;2;2;;"";0;0;0;1;0
3;21;5;4;1;4;3;3;4;3;0;0;1;3;"???";3;3;3;4;3;3;4;1;2;2;3;"";0;0;0;1;0
2;40;5;4;1;4;3;2;4;1;0;0;1;3;"??????";3;4;3;6;2;3;6;1;2;1;3;"";0;0;0;1;0
2;22;5;2;1;4;3;3;7;1;0;0;1;3;"??????";3;4;2;5;3;4;4;2;2;1;3;"";0;0;0;1;0
2;21;5;2;1;5;4;5;4;2;0;0;1;3;"??????";3;3;4;5;3;2;6;1;2;2;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;32;5;4;1;7;4;4;4;2;1;0;0;3;"????? ??????? ??? ????????;";3;4;3;5;3;3;4;1;2;1;3;"";0;0;0;1;0
3;22;5;4;2;4;3;3;3;1;0;0;1;3;"??????";5;5;5;6;6;3;4;1;1;1;3;"";0;0;0;1;0
3;41;4;2;2;4;3;3;5;2;0;0;1;3;"Fino bi moglo biti";3;3;4;4;3;3;5;1;1;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
2;23;4;4;2;5;3;3;4;3;0;1;1;4;"Epruvete, petrijeve zdjelice i laboratorij";3;4;4;5;3;3;5;1;2;1;4;"";0;0;0;1;0
2;26;3;4;1;3;3;3;5;3;0;1;1;4;"Un cambio de paradigma.";3;4;4;5;2;3;5;1;1;1;5;"";0;0;0;1;0
3;36;4;2;2;4;1;2;4;1;1;0;0;3;"Ne znam";2;3;2;4;2;2;2;2;2;2;4;"";0;0;0;1;0
3;27;5;4;1;4;4;3;3;3;0;1;0;3;"????????";4;4;3;5;3;2;5;1;1;1;3;"";0;0;0;1;0
3;44;5;4;1;4;2;2;3;1;0;1;1;3;"???????? ???????????";5;4;3;5;5;3;4;2;2;2;3;"";0;0;0;1;0
3;37;5;4;1;4;4;4;6;2;0;0;1;3;"?????????? ??? ??? ?????";6;6;2;5;5;5;2;2;2;2;3;"";0;0;0;1;0
2;27;4;2;1;4;3;5;4;2;0;0;1;4;"meso bez okusa";3;3;2;5;4;3;6;2;2;2;4;"";0;0;0;1;0
2;23;5;2;1;4;4;3;6;1;0;1;0;3;"??? ??? ???? ??????, ????? ?? ???? ?? ????? ??? ???????";3;3;3;5;4;3;6;1;2;1;3;"";0;0;0;1;0
3;29;4;4;2;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;22;5;4;1;4;3;3;5;2;0;0;1;3;"???????????";2;3;2;4;5;5;4;2;2;2;3;"";0;0;0;1;0
2;20;5;2;1;3;3;4;4;2;0;1;1;4;"????? ??? ?????";2;4;2;5;4;4;4;2;2;2;3;"";0;0;0;1;0
2;66,1;5;3;1;4;3;3;3;3;0;0;1;4;"??????";4;5;4;6;2;3;6;1;1;2;3;"";0;0;0;1;0
3;44;4;4;1;3;2;3;2;2;0;0;1;4;"Umjetno";3;5;4;6;2;2;4;1;2;1;4;"";0;0;0;1;0
3;55;5;4;1;3;3;3;4;2;0;0;1;4;"?????";2;2;2;3;4;4;2;2;2;2;3;"";0;0;0;1;0
3;30;4;4;1;4;3;2;4;2;0;1;1;4;"Uzgojeno u laboratoriju";4;4;4;5;2;2;5;1;2;1;4;"";0;0;0;1;0
3;58;5;4;1;2;3;2;2;2;1;0;0;4;"????????????";3;4;3;5;2;2;5;1;2;1;3;"";0;0;0;1;0
3;19;5;4;1;3;2;2;6;1;1;0;0;3;"?????";4;5;5;6;6;2;5;1;1;1;3;"";0;0;0;1;0
3;57;5;4;1;4;4;4;4;2;0;1;0;6;"??????????";5;3;2;5;4;4;4;2;2;1;3;"";0;0;0;1;0
2;26;3;4;1;4;4;5;5;3;0;0;1;3;"Manipulated";3;4;5;5;2;6;4;2;2;1;2;"";0;0;0;1;0
3;52;3;4;1;4;4;4;4;1;0;1;1;3;"Dudas";6;6;3;4;5;3;7;2;2;2;5;"";0;0;0;1;0
2;27;5;2;1;2;2;2;5;2;1;1;0;3;"3d Printers";4;4;3;6;2;2;5;2;2;1;3;"";0;0;0;1;0
3;21;5;2;1;4;3;4;4;2;1;1;0;4;"Astronaut food";4;5;4;6;3;2;6;1;2;1;3;"";0;0;0;1;0
3;50;3;2;2;3;2;4;4;2;1;1;1;4;"Unnatural";2;3;2;2;4;3;2;2;2;2;2;"";0;0;0;1;0
2;19;3;2;1;7;7;4;3;1;1;1;0;4;"Artificial";3;4;4;5;4;6;7;1;2;1;5;"";0;0;0;1;0
3;22;5;4;2;4;4;1;5;1;0;1;0;3;"??????";2;3;3;4;3;3;4;2;2;2;3;"";0;0;0;1;0
3;63;5;2;1;4;3;4;5;2;1;1;1;3;"?????????";3;3;3;4;4;3;4;2;2;1;3;"";0;0;0;1;0
3;36;3;4;1;3;3;4;3;1;0;0;1;4;"algo desagradable lamentablemente";3;3;2;4;4;3;4;1;2;1;5;"";0;0;0;1;0
3;27;3;4;1;1;1;1;1;1;1;1;1;3;"Artificial y antinatural";2;2;4;3;5;3;2;2;2;2;5;"";0;0;0;1;0
2;40;5;3;1;3;4;4;5;2;0;0;1;3;"??? ???????";3;3;3;4;3;3;4;2;2;1;3;"";0;0;0;1;0
3;16;3;3;1;3;2;2;5;1;1;1;1;6;"Cultivo de caren ...";6;6;6;4;4;6;4;2;2;2;5;"";0;0;0;1;0
3;19;4;2;1;4;3;1;3;2;0;0;1;4;"Nije prirodno";3;4;3;4;5;2;5;1;2;2;4;"";0;0;0;1;0
3;26;5;4;1;4;2;2;7;1;1;0;0;3;"????????";4;4;3;5;3;3;5;1;2;1;3;"";0;0;0;1;0
3;23;5;4;1;4;4;3;3;2;0;0;1;3;"???????";6;6;6;2;5;5;2;2;2;2;3;"";0;0;0;1;0
3;20;5;2;1;4;3;3;3;2;0;1;0;6;"?????? ??????, ???????????? ?? ???? ?? ???? ??????? ?????";3;5;4;6;4;3;6;1;1;1;3;"";0;0;0;1;0
2;23;5;4;1;4;4;4;3;1;0;1;0;4;"??????? ????????";3;5;3;5;3;3;6;1;1;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
2;35;3;4;1;2;1;1;2;1;1;1;1;6;"Prefiero opciones 100% vegetarianas, pero es mejor que la carne tradicional. Se consugue el mjs";3;4;4;4;2;2;4;1;1;1;5;"";0;0;0;1;0
3;27;5;3;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;45;5;2;1;4;3;3;4;3;0;0;1;3;"???????";3;3;4;4;3;3;4;2;2;2;;"";0;0;0;1;0
2;21;5;2;1;4;2;4;4;1;0;1;1;4;"?????? ""?????"", ???? ?????";4;4;3;5;2;3;5;1;2;1;3;"";0;0;0;1;0
3;29;5;4;1;3;4;3;4;2;1;0;0;3;"????????? ?????";4;4;3;5;3;3;5;1;1;1;3;"";0;0;0;1;0
3;32;5;4;1;4;2;3;2;2;1;1;1;3;"??????????";2;4;3;5;5;3;4;2;2;2;3;"";0;0;0;1;0
3;36;5;4;1;4;4;4;3;2;0;0;1;3;"??????????";3;4;3;5;3;3;5;1;1;1;3;"";0;0;0;1;0
3;25;3;4;1;4;4;4;4;3;0;0;1;4;"Carne elaborada artificialmente";3;4;4;6;4;2;5;1;2;1;5;"";0;0;0;1;0
3;19;5;2;1;5;3;2;3;1;0;1;0;3;"????? ???????????";3;4;3;5;4;3;4;1;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
3;43;3;3;1;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
3;22;4;2;1;6;1;1;7;1;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
3;41;4;2;1;4;3;4;4;1;0;0;1;3;"Umjetno";4;3;3;4;5;3;7;2;2;2;4;"";0;0;0;1;0
2;28;4;4;1;4;4;4;4;2;1;0;0;4;"Laboratorij";3;3;2;5;4;4;4;2;2;2;4;"";0;0;0;1;0
2;24;5;2;1;4;3;3;4;2;0;0;1;3;"??? ????????? ?????? ????, ???? ?? ??? ??????? ""Petri""";3;5;4;6;4;3;6;1;2;1;3;"";0;0;0;1;0
3;29;4;2;2;4;3;5;5;1;1;1;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
2;24;5;4;1;4;3;4;4;2;1;1;1;4;"??? ??????????";3;4;4;6;3;3;5;2;2;1;3;"";0;0;0;1;0
2;33;5;3;1;5;4;3;4;2;0;0;1;3;"?????? ?????";3;5;6;5;4;2;5;2;2;1;3;"";0;0;0;1;0
3;21;4;2;1;4;3;4;5;2;0;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
2;20;5;2;1;3;2;2;3;1;1;0;0;3;"????????????";3;4;3;5;2;2;4;1;2;1;3;"";0;0;0;1;0
3;35;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;0;1;0;0
3;40;5;4;1;4;4;3;2;1;0;0;1;3;"";;;;;;;;;;;3;"";0;0;1;0;0
3;20;3;2;1;1;2;1;1;1;1;1;0;4;"Me ha dado cosa de primeras escucharlo";3;4;4;3;3;3;2;1;2;1;5;"";0;0;0;1;0
3;27;5;4;1;4;2;2;2;2;1;1;1;3;"????????????? ?????";2;2;2;6;5;2;5;2;2;2;3;"";0;0;0;1;0
3;30;5;4;1;4;4;3;3;1;0;0;1;3;"????????????? ?????";3;4;3;6;3;2;5;1;1;1;3;"";0;0;0;1;0
3;21;3;2;1;3;4;4;5;1;1;1;1;3;"Me ha dado repelús";2;3;3;5;4;3;4;2;2;2;5;"";0;0;0;1;0
3;24;4;4;2;4;4;4;3;1;1;0;1;4;"Neukusno";3;4;2;5;3;3;4;1;2;1;4;"";0;0;0;1;0
3;53;3;4;2;2;3;2;3;2;0;0;1;3;"Nothing";3;3;3;4;6;3;4;1;2;2;2;"";0;0;0;1;0
3;30;5;4;1;4;4;4;4;3;0;0;1;3;"????????????? ? ????? ?? ?????? ??????????/??????????? ???? ?? ??????? ?????????? ??? ?? ??????????? ???????";2;3;3;4;4;3;4;2;2;1;3;"";0;0;0;1;0
3;35;5;4;1;4;4;4;6;2;0;0;1;3;"??????";6;3;2;5;3;4;5;2;2;2;;"";0;0;0;1;0
3;22;5;2;1;3;3;3;5;2;0;0;1;4;"??????????, ???????? ????????????? ????????";3;4;4;6;4;2;5;1;2;1;3;"";0;0;0;1;0
2;33;5;4;1;4;3;2;2;2;1;1;1;6;"????????????? ??????????";4;4;5;6;2;6;6;1;1;1;3;"";0;0;0;1;0
3;36;4;4;1;4;2;2;4;1;0;0;1;4;"Hm, zanimljivo ali ne znam ba?.";3;4;3;4;3;3;2;2;2;1;4;"";0;0;0;1;0
3;37;4;4;1;4;4;4;4;1;0;0;1;3;"kemija";5;3;2;3;4;3;7;2;2;2;4;"";0;0;0;1;0
3;26;3;4;1;4;3;2;3;1;1;0;1;4;"Quimicos";3;5;3;6;3;6;6;1;1;1;5;"";0;0;0;1;0
2;24;5;2;1;4;3;3;3;2;0;0;1;6;"??????";4;5;3;5;3;5;6;1;1;2;3;"";0;0;0;1;0
3;28;3;4;1;1;1;1;1;1;1;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
2;22;5;2;1;4;4;4;3;2;0;0;1;4;"";;;;;;;;;;;3;"";0;0;1;0;0
2;37;3;3;2;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
3;40;5;3;1;4;3;3;1;3;0;0;1;3;"?????";6;4;2;3;4;5;2;2;2;2;3;"";0;0;0;1;0
3;35;4;4;1;4;4;1;1;3;1;0;1;6;"Trulo meso";3;3;3;4;5;3;2;2;2;2;4;"";0;0;0;1;0
3;28;4;2;2;3;3;3;5;2;0;0;1;3;"Umjetno uzgojeno";6;6;2;2;5;5;7;2;2;2;4;"";0;0;0;1;0
3;27;3;4;1;4;3;3;4;2;1;1;1;3;"Producto que no es natural";3;3;3;4;4;3;4;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;31;3;4;1;5;2;1;3;1;1;1;1;3;"Carne sintética sin la proteína necesaria";3;4;3;5;4;3;2;2;2;2;5;"";0;0;0;1;0
3;31;5;2;1;4;2;2;4;2;1;1;1;3;"??????";3;3;4;4;3;3;4;1;2;1;3;"";0;0;0;1;0
3;34;3;4;1;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
2;25;5;4;1;4;3;3;3;2;0;0;1;3;"?????????";3;3;4;5;2;2;5;1;2;1;3;"";0;0;0;1;0
2;34;5;4;1;4;2;2;1;1;0;0;1;3;"?????? ?????";6;6;6;2;5;5;7;2;2;2;;"";0;0;0;1;0
3;54;4;4;1;4;3;3;4;3;1;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;71;4;4;1;2;3;3;1;3;0;0;1;3;"O?uvanje prirode";3;5;3;2;5;3;6;2;2;1;4;"";0;0;0;1;0
3;19;4;2;2;4;4;4;4;2;0;0;1;3;"Neprirodno";3;3;4;6;4;2;5;1;2;1;4;"";0;0;0;1;0
